overall,vote,reviewTime,reviewText,summary
1,0,2014/9/15,Never worked. I spent hours trying to set up ...,1410739200
5,0,2016/12/10,good quality and even better prices,1481328000
4,0,2016/2/3,Four Stars,1454457600
2,0,2014/8/14,Static from cell phones,1407974400
2,2,2014/9/24,"more bars, but slows downloads!  Slowed my connection even worse than expected",1411516800
2,0,2016/8/14,Zipper broke within 30 days,Two Stars
2,0,2014/4/19,"Bougtht two, one fine the other worked but unacceptably",1397865600
4,0,2018/5/18,there was negative reviews on this unit  but i bought it.... so far has performed flawlessly.,Four Stars
3,0,2015/1/4,"Despite the more narrow pad, it is not really any more precise than wider pads on other products.  I've tried a few.","Despite the more narrow pad, it is not really ..."
1,0,2017/2/15,Disappointed. The batteries fully charge in ten minutes or ...,1487116800
4,0,2010/3/6,if u listen 2 tha radio you'll c pissed cause it won't stay on a station,1267833600
1,0,2017/2/28,"Did Not work out of box, needed it for a custom install.",Did not work
4,0,2007/4/10,Wish the slider mechanism was a little sturdier but if you are careful with it (as I have been) it works well.,Good product
4,0,2010/5/26,"The best so far, but I'd welcome a bigger trackpad",1274832000
5,0,2014/2/17,"I researched televisions until i was almost nauseated.  I kept going from LED back to plasma.  I currently have a 50"" Samsung plasma in the living room for about 6 years now.  We really like it, the glare is not bad for us, etc.  So for the man cave, I ended up going with this smart version of the Samsung plasma in 60"".  I can't be happier with the picture.  It streams netflix without issue, it has not lost connectivity or anything like that, it just works.  I also bought the Samsung HW-F550 2.1 channel 310 watt sound bar with sub woofer.  They automatically synch, no extra wires, etc.  This combination is awesome for watching normal television like say a ""Sons of Anarchy"" episode or a movie or football game.

We have not tried the 3D nor the voice command stuff.  My cable remote controls the tv with no problems and again, the sound bar automatically turns on when the tv turns on and the tv volume is muted.  Can't get any more simple than that.",Awesome picture for the price!
5,0,2014/7/11,Got this for my husband for Christmas.  It is a great player!  The apps that come with it are wonderful too.,It is a great player! The apps that come with it are ...
1,18,2011/7/31,sounds like misquito ring drives my teens bonkers!,1312070400
5,0,2012/2/18,Fits my Tamron 70-300 mm lens perfectly,1329523200
3,0,2015/8/14,Okay if it suits your style.,1439510400
1,0,2016/8/12,Haven't had this for a year yet and I now ...,1470960000
3,0,2018/3/22,Use At Own Risk,1521676800
5,0,2013/12/4,"Kingston + Multipack + SD = Great deal, great product",1386115200
3,0,2016/3/26,Didn't work for me.  I needed a converter to go from Hdmi to digital.,Didn't work for me. I needed a converter to ...
1,0,2010/3/11,"I read the other reviews and decided that I would try it anyway. I figured maybe others were just not taking their time and that is why it did not go on well for them. I also figured since I am crafty that I could do it better. Well, they were all right this product stinks. It is impossible to get it on without a air bubble. The second you start taking it off and trying it again you get more and more bubbles until it is ruined. The directions say to use a credit card to smooth it down as you go. The card scratched it. What a waste of money and time.",Aweful
5,0,2011/5/20,These fit my expedition visors perfectly.  I can put all of the things that slide around in my console in it.,I've had three people ask me where I bought these in the last 2 weeks
2,0,2016/12/3,sound in wall not so great,Two Stars
2,0,2010/1/10,Can't get it installed and running,1263081600
5,0,2005/11/28,Found these cheap at Fry's Electronics in the SF Bay Area. I have one pair at work as desktop speakers connected to an old Realistic Solid State Stero Amp. The sound great - balanced and full. The other pair serves as rear surround speakers at home and they do the job well. The highs are subtle compared to the R20s and R50s. The bass is pretty tight and clear for a speaker of this size.,Good sound quality
3,0,2015/12/5,Awesome but expensive.,1449273600
2,0,2011/5/20,It needs some improvements,1305849600
1,9,2011/6/30,"I purchased this for a Dell Mini-9 netbook, the original 4gb STEC drive failed. I was hoping for a slight increase in performance, and a large increase in size. What I did no realize was the major flaw behind these drives. It is a widely known issue with these, that Windows runs VERY VERY slow. My HD tune tests return ~60mbs max read speeds, however, they also show a minimum read speed of .8mbs (Point 8, not 8). That is ridiculously slow. There are major lag points for this unit, it can take up to 10 seconds just for me to click start and for it to react under Windows 7. The install on Windows was fairly quick (slow than my other netbooks however), so I thought this would be an okay purchase. It turns out that this was one of the worst computer purchases I have ever made. Before you fall into this trap, make sure to Google:  ""FEM32GFDL slow"". The company has admitted to this unit being flawed, and the only fix they have is for you to buy the new updated model (This one on Amazon is NOT the model). This is NOT an issue with just my drive, and I did not receive a flawed unit, this is an ongoing issue with these.

Do not make the same mistake I did, this is a pathetic excuse for a drive.",Horrid product! - Please read before you purchase.
3,2,2014/11/17,"This mount is ok, I gave it three stars because it does not lock down tight and I have to move the mount now and then due to it shifting on the ball and socket joint.  I might try to replace the thumb screws with hex head bolts so I can tighten it more.  But it did come with all the screws necessary to attach to my projector so that was good.  Overall this is a good mount and would be five stars if it would lock down better.",Good but could be better
1,0,2015/5/5,"These cables are pretty terrible. Too small. Brittle. Would not recommend. I was going to use them to attach a fan inside my computer case,but I think they are too small to actually be of use....",These cables are pretty terrible. Too small
3,0,2008/6/5,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/HP-Photosmart-M425-5MP-Digital-Camera-with-3x-Optical-Zoom/dp/B000DZDP9K/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">HP Photosmart M425 5MP Digital Camera with 3x Optical Zoom</a>&nbsp;is simplicity itself. All the basic functions are there in this lightweight, basic compact camera. The icons are easily understood and onboard graphic additions like frames can be fun. It doesn't seem to go through batteries as fast as other digital cameras I have. It's also super easy to transfer images and videos to my computer, with or without HP's Photosmart software (I actually prefer Google's freeware, PicasaII, to transfer and catalog images much more quickly).

I keep it in my purse, and often pull it out to snap something or to show off my pictures, clearly visible in the 1.7"" digital screen, to friends and co-workers (hey, if I have to look at their kids and grandkids pics, then they have to ooooh and aaahhhh over my pretty pet portraits!).

The only gripe I have is having to reset the date with battery changes (in the few instances I actually wanted a date-stamp on my photos).",Point & Shoot Simplicity
2,0,2013/5/5,"I'm trying to customize a refurbished Windows XP computer.  I'm using it as a test platform, so I already know there will be disappointments. I wanted to use the ""Dualview"" feature of XP Pro, so I sent off for a video card. My experience with this item is one of those seeming failures in my customizing.  It was easy to install -- to a point.  I had a similar experience to several others that have reviewed it. It arrived in a box it must have rattled around in, because it had escaped the ant-static bag, and several of the parts were bent down. I ALSO found it had no paperwork to install it. IMPORTANT: it has a driver for Windows XP only; which I didn't find out until I opened up the cd that came with it.  The Installation Wizard I finally found on the cd after about 10 minutes of searching slowly, slowly loaded, and then said the card was incompatible with the other drivers on the computer.  Since it is a ""slot ornament"" now, I'm not impressed.  Lesson learned.",My Learning Curve threw me a curve
4,0,2016/4/10,"I have about a dozen of these I use on a regular basis. I like that they can hook together for easy storage of batteries. I'm a professional photographer and am pretty rough on these. The get thrown around, moved, stuffed in pockets and bags and I haven't broken one yet. I do wish they were easier to open in a hurry. When I'm shooting an event and need batteries, I need them quickly. It usually takes some fumbling to get it open. On the other side of that, they don't accidentally pop open like some of them do. If you get a nail file and grind a little bit off the closure tab it is easier to open but a slight design overhaul could fix the problem. An addition of a second finger tab on the opposite side of the tab would do the trick. It's really a small gripe. Overall I love these.",Got batteries? Get these NOW
5,2,2014/1/10,Goldengulf 9" dual core Google Android 4.2.2,1389312000
5,0,2017/7/7,quality,Five Stars
1,0,2015/6/30,"I purchased this battery about 18 months ago. At that time, I charged it and used it on a vacation. Since then, it has been sitting with its cap on in a padded camera case in my house (approximately 70 degrees F year-round). I pulled it out last night to charge it and left it charging overnight. It will not charge. The manufacturer battery blinks slowly on the manufacturer charger and is done in a couple of hours, while this one blinks very quickly. When I woke this morning, the charger was still blinking quickly and the camera will not turn on using the battery.

I know there is a warranty, but I need the battery for a trip in two days. Instead, I am purchasing the Wasabi Power Battery (2-Pack) and Charger for Nikon EN-EL12 ($19.99). I have been using Wasabi batteries for a couple of years in my GoPro cameras and have been very happy with them.",Buy Wasabi instead
5,0,2017/3/29,Five Stars,1490745600
4,0,2013/12/20,ONLY for  SD,1387497600
4,0,2017/10/4,Four Stars,1507075200
1,0,2013/4/1,QC Issues,1364774400
2,0,2014/8/9,One of the speakers stopped working after 6 weeks of usage,Two Stars
4,0,2014/12/2,Excellent quality and utility.,Four Stars
4,0,2014/9/23,Four Stars,1411430400
4,0,2014/3/26,"Initially Bad, After Return, Works Well",1395792000
3,2,2010/3/4,Works fine BUT picks up a low hum...but hum not there when using other XLR connections,audio connection
2,3,2004/10/30,"Works fine except... If you use hotkeys to switch between workstations (scroll lock twice) you must use the front console inputs. Also, the front console inputs don't work with my wireless keyboard/mouse combo.",HotKey Hell
5,0,2016/5/19,Made by Western Digital so what's not to like?,Happy with my purchase!
2,0,2009/11/30,This device is NOT worth the packaging,1259539200
3,0,2015/11/2,Three Stars,1446422400
3,0,2015/11/17,Not good for dark places,1447718400
5,0,2014/6/13,No problems,1402617600
5,0,2014/11/18,Who cares about the newest windows?,1416268800
1,0,2011/7/18,not made for I-touch 4thgen,1310947200
2,0,2015/8/10,Doesn't fit,1439164800
4,0,2018/4/15,good,Four Stars
3,0,2011/12/13,Was Just OK,1323734400
4,0,2017/4/29,Four Stars,1493424000
3,0,2014/3/29,Works fine but awkward to use.,1396051200
1,0,2015/9/30,Can't get it to work,1443571200
2,0,2013/12/31,"This product worked great for a couple of months, then the cigarette lighter plug melted on the inside, and rendered the product unusable.",Wasn't a sturdy product
5,0,2015/5/17,Good,1431820800
2,0,2013/12/13,Lead!,1386892800
4,0,2013/12/8,Perfect for a Small Room,1386460800
4,0,2009/10/19,Good for Basic Mousing,1255910400
4,0,2015/8/24,Four Stars,1440374400
5,0,2009/2/8,awesome!,1234051200
1,4,2018/2/16,Beautiful! But defective,1518739200
3,6,2014/4/12,"This was the first lens I bought for my first SLR camera in 1997. Ahh, film.

I have since graduated to a 24-70 f/2.8L II for this focal length range and I photograph professionally now. I couldn't have made it to where I am now without using this little guy, but it honestly wasn't very good. It wasn't very sharp, it has a variable aperture across the focal length range, it produces washed out colors, contrast is a little flat, and the bokeh doesn't look nice. All that being said, for less than one hundred dollars, this is a good deal. The autofocus speed is loud and slow, but you'll find that this lens serves an important purpose: it is a first lens. It will teach you how to compose, hand hold without IS, and manual focus. Those are all important skills.

I know that there are better lenses that exist for a first lens, but none of them are as affordable as this little lens. For the price, this is a good deal. I'd also recommend it to someone who has child that wants to try photography, and you don't want to be too concerned that the lens will be destroyed by accident.

Oh, I should also mention that I won a competition with a photograph of a baseball with this lens in 1998. It can perform, so don't write it off. Despite it's shortcomings, I think this is a lens that warrants consideration as an economy lens or as a backup lens.",Lens holds a special place in my heart
5,0,2014/1/6,"It was a great price, arrived on time... I unpacked it, stick it in the camera and it was all good.","great price, great buy"
3,0,2014/8/6,You get what you pay for. If they are ...,1407283200
3,0,2012/8/7,"CONFUSING, AND BARELY FUNCTIONAL",1344297600
1,0,2015/3/5,Return,One Star
5,0,2016/3/7,"great value, great design",1457308800
5,0,2015/1/20,works well.,Five Stars
5,0,2017/7/20,Good Buy,1500508800
1,3,2016/11/9,I also ordered another tape player just like this one and it has the same buzz sound,1478649600
4,0,2017/2/3,"The sound needs to be cranked up with your volume control, speakers are weak.  Picture is terrific after changing the display from standard to vivid.  Got a good buy on a Super Bowl week sale ($499).  I use my Amazon Fire Stick to view my apps.",Sony is an upgrade from Samsung IMO
3,0,2014/7/30,Micro USB-Powered Speakers or Open Air Earbuds?,1406678400
4,0,2015/4/28,I love the clarity of the sound,1430179200
5,0,2016/3/14,This was a good price and I did not have to go to a store to get it,DVD-R review
4,3,2007/12/12,"I've owned this item for about a week and I am very happy with it's performance thus far. I'm using it on a 2 year-old laptop running Windows XP.
The price was reasonable (paid about $35) and set-up was a breeze. Once I enrolled my fingerprints I was off and running!!
I do a significant amount of on-line stuff so as you can imagine, the passwords I've accumulated could fill a small notebook. Of all the sites I have to access with user login and password, there are only two (2) that this item does not seem to work with - CryptoHeaven and MSN messenger. Not sure why, but If that's the extent of non-inoperability issues - then this item has easily impressed me.
It saves me time, keeps things secure as can be (at present day) and it has impressed me enough to now look into the Biometrics home security door locks.
I actually enrolled 3 fingers and thus far after having tried to fool it with different fingers and other people's fingers it has withstood the test with flying colors:-)
It's small (about the size of a car remote), lightweight and since i travel quite a bit I have yet to see how rugged it is, but as long as you protect the sensor - I would suspect it should travel well.
My only beef so far, too bad the software didn't come with a variety of voices to choose from - would have been kinda neat or even cool to hear a woman's voice or a voice in a different language.",Timer saver
2,0,2014/6/29,Very easy to install so a lot of credit for that however it makes the screen look likes it's pixelated or wet which makes it impossible to use especially with a white background. This makes things like shopping Amazon from your kindle literally impossible. I have tried 2 protectors to make sure. The first one I contacted Boxwave and followed their advice to give the screen and protector a good cleaning. This did not fix the issue. Boxwave then told me I must have a defective unit so I bought another one to try. Same problem. Horrible optics. I am sending both back to Amazon. It is too bad as I really wanted to like this protector and the installation was so easy. If I hear of improvements I will try Boxwave again but until the optics are fixed it just isn't worth it. I suspect the clear protector would work very well if you do not require matte.,Makes the screen look pixelated.
4,0,2014/7/28,Ok,Four Stars
3,31,2007/10/29,"This lens hood does it jobs as advertise. Many good points: Block light, Sturdy construction, felt liner for anti-reflect, look good, ...
One very bad point: If the Circular Polarized Filter is to use, then there is a serious problem to rotate the filter if this lens hood is attached.
Canon make this hood. Canon make the Circular Polarized Filter for this particular lens too. Canon did not think the combination of these two together in their design.",Canon User
4,0,2009/11/24,Simple,1259020800
2,0,2015/8/16,Not for us.,1439683200
2,10,2009/12/22,Mac OS 10.6 Snow Leopard users beware,1261440000
5,0,2016/1/17,Five Stars,1452988800
1,0,2017/1/30,Worst mouse I've ever used,1485734400
5,0,2014/9/14,Five Stars,1410652800
3,0,2016/4/13,Great but not for everybody,1460505600
4,0,2012/10/27,"Great Range, Annoying Alert",1351296000
3,28,2012/10/14,A lightweight performer.,1350172800
5,0,2013/9/20,amazing,1379635200
2,0,2014/3/25,"I've tried several iPad keyboards and I'm not sure I like any of them (including the ""just ok""&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Adesso-Compagno3-Bluetooth-Scissor-Switch-Keyboard-with-Carrying-Case/dp/B007OX26TY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Adesso Compagno3 Bluetooth Scissor-Switch Keyboard with Carrying Case</a>), but the ""iHome Type Slim Bluetooth Keyboard"" is probably the most underwhelming of the bunch.  To use the keyboard and have your iPad properly fit in the plastic holders, you are restricted to using a landscape view of your iPad so it doesn't really support you swiveling into portrait mode.  Considering some pages require portrait, this is obviously not ideal.  Also I found that the Bluetooth connection from the iPad to the keyboard did not work properly.  I had to spend ALOT of time getting it to connect in which is less than ideal since all other Bluetooth items have connected into my iPad very easily. Also, to prop up the iPad to view while you type, you have to unclip the case along a side of the iPad, then later clip it back in when you are done.  I got it to pop out alright when I wanted to type, but when I was finished the clips would not always snap in tightly.  Very annoying!

So although it's compact, lighter than many of the competing brands, it's handy to have the keyboard with the iPad (if you can get it to work), and the design looks sleek and professional, the construction is way too flimsy for me.  Because of the over-reliance on cheap plastic for the clips, cheaper plastic covering the sides of the keyboard, and thin cardboard under the keypad, I wouldn't count on it lasting too long.

Overall, I was not impressed and the price was pretty hefty in my opinion for what you get.",Not A Great Keyboard
5,0,2016/7/14,great,Five Stars
5,0,2014/7/28,Works Great,Five Stars
3,0,2016/3/3,Not perfect but works,1456963200
5,0,2014/5/19,Absolutly Fanastic Product,1400457600
1,0,2015/9/24,One Star,1443052800
4,0,2015/11/15,Louder than it looks. Longer battery life than advertised. Battery door is kinda crappy....it will break easily then it looks bad with all that scotch tape.,Battery door is kinda crappy..
2,0,2015/11/9,Below my expectations,1447027200
2,0,2014/2/27,"My daughter generously gave me one of these, after I had described to her how my cheap antenna wouldn't bring in all local stations. This Leaf Ultimate was a little improvement, bringing in a few extra stations sometimes, including Spanish and PBS (not consistently, but better than the cheap one). Admittedly, my apartment's location is pretty lousy. After about a year, the Leaf just quit working. Conked out completely. Little indicator light does not go on at all. Ever. I thought maybe it would still do some good, but it does nothing. Nothing at all except take up space.",all right but conked out
2,0,2015/6/2,The user interface SUCKS. It is slow to use apps like netflix ...,1433203200
4,0,2015/2/28,The Trendnet TEW 753 unit is much faster and more ...,1425081600
1,0,2013/12/17,"I received this laptop for work and initially loved it. It is very light weight and has an extremely slim profile. Additionally the battery life is very impressive and can go nearly all day on battery if the brightness of the screen is turned down. The keyboard feels good and I don't have any difficulty typing on it and it doesn't seem particularly cheap. The 1080p screen also gives a very gorgeous display for a laptop. I loved it for the first month or so I had it.

So why the 1 star review? Whether it be Sony or Windows 8/8.1 this laptop is near unusable. Due to either driver issues or OS issues with the model and Windows 8/8.1 if the laptop is not plugged in it will crash either randomly on it's own or when the lid is closed. Occasionally after crashing it will not turn back on unless plugged in. Other times it will shut off once unplugged as if there is no battery in the laptop. I have contacted Sony who replaced the battery which did nothing to alleviate the problem which occurs on both Windows 8 and Windows 8.1. Googling the issue turns up forums of people who claim their specific model was fixed by a graphics update (did not work on mine) or that it is simply and ongoing issue between Microsoft and Sony.

Final verdict: Given the price tag of this line of laptops STAY AWAY. For half the price you could get something 100x more reliable.",Beautiful screen and slim design but plagued by problems
2,0,2010/1/2,"First time I set it up with my cellphone they worked great.  But then I configured my computer to talk with the headphones as well.  Then they stopped working with my cellphone.  Tech support could only suggest re-establishing the link with my cellphone.  Only after they completed drained the batteries could I get them to work with the cellphone again.  After less than a years use the left ear has stopped working.  Reception has been hit or miss too.  As I would walk with my cellphone in my pocket, the audio would cut out.  The only way I could reliably keep it working is by holding my cellphone in my hand as I walked.  Finally all I heard from family members was that they make me look goofy or ""don't go out in public wearing them""",Works when the planets are aligned
3,27,2016/12/30,"A good ""mid-range"" 4K TV. Poor Android TV performance.

First let me go over what I was moving from, and why I wanted to go with Sony/Android.

* Previous TV was a 55"" LG ""Smart TV"" which was more a hassle to use than expected. Just changing inputs would take time due to the GUI needing to load the menu to change from HDMI1 to HDMI2.
** Magic remote was painful to use, think of it as a poorly tracking Wii Mote.
** LG's user interface was literally broken and the ""Smart TV"" applications were mostly a joke. Nothing inside of the TV application wise was something one would want to use on a daily basis, too much hassle.
** The screen was so reflective that it was impossible to view during the day if my window blinds were open in the living room (corner of unit, windows everywhere).

Devices in use with TV:
* HTPC (recent build 2015/2016 with Intel i5 Haswell, nVidia GTX 970)
** Mostly gaming via Steam, TV via Windows Media Center, some video services when I don't want to use the FireTV.
* Amazon FireTV 2nd Generation (4K model)
** Services/Applications used: Amazon Video, Hulu, Netflix, Playstation Vue, Kodi
* Sony Playstation 4
** Destiny, Final Fantasy, etc.

My plan was to ditch the FireTV and use Sony's built in Android TV implimation. It seemed like a simple solution and one less remote for the living room!

After using this for about a month I'm not sure I'll be able to deal with the sluggish performance of the Android TV portion which is what was one of major points of choosing the Sony. Being able to use Netflix/Hulu/Amazon and specifically Playstation Vue from the TV 'home' interface was a big deal, it's just too slow. If I plug in my FireTV 2nd Gen it's so much faster to use (even though I prefer the Sony interface/GUI as it's closer to Android TV) that I've been switching to it more often than using the TV interface.

Pros:
* IPS Screen (great viewing angle)
* Screen is far brighter, and much less reflective than the LG it replaced - I can keep my window blinds open now and casually watch TV in a very bright living room. If I want to play Destiny or watch a movie I still need to close the blinds but before the LG was unusable with blinds open.
* Remote control - Simple and efficient layout. Most actions can be done with one hand.
* Android TV - Well laid out to use and change settings, etc. Changing inputs is simple again, you can re-assign the remote ""TV"" key to a specific input which is awesome.
** Full range of applications: Amazon Video, Netflix, Hulu, Playstation Vue
*** All of the applications are far slower (responsiveness) compared to FireTV (Gen2 or Gen1- I use both).
*** If an application supports 4K it most likely will do it on this TV. I've been watching native 4K from Amazon and Netflix.
** Kodi can be installed from Google Play store. Looks like side loading is easy to do though I have not had the need to do anything like that yet.
*** Speaking of Kodi, it works quite well though I am not a power user with a ton of Add-ons, the app is snappy.
* Gaming is great on PS4 and PC, very low input lag. I can't notice it at all @ 1080P 4:4:4 on the PC, and same goes for PS4.
* Response time seems good too for Gaming, or watching sports. Very happy with how it looks.
* Picture settings once you are in there are laid out well.

Cons:
* IPS screen (black levels are not as dark as competing Samsung or VA panel based TVs)
* HDR not as 'sweet' as similarly priced TVs from Samsung (I tested a 6300 and 7000 in home as well).
* Android TV interface can be quite sluggish when changing from one input to another, or using ""Action Menu"" when you want to change a setting while viewing. Expect to wait multiple seconds for a major command (change input, home button, action menu) if you're currently using an application like Amazon Video, or watching TV on an HDMI input.
* Android TV applications (specifically Amazon Video and Playstation Vue) have very basic interfaces when compared to FireTV. They're also much slower to use (GUI is laggy).
* Remote control - Classic Sony design that I have come to appreciate, but the remote feels far less nice than my 10 year old Sony Bravia LCD TV remote. The buttons in particular are mushy feeling.

From what I have seen on AVS Forum is that this unit uses a 'newer' ARM chipset that's a quad-core A53 with a GPU that can do h. 265 in hardware. If I had to take a stab at why the TV just can't keep up is that the chipset is not fast enough. The Super 4 series just released by LeEco has a quad core (2x A72 2xA53) chipset with 3GB of ram and a Mali T820 GPU. If this Sony had a similar SoC I believe the performance issues would be far less of a problem. Let's hope that Sony's software/firmware engineers have another release on their road-map to improve general performance of the Android TV.

A note about the Picture Settings for the Android TV applications. It was hard for me to figure out how to get there. What I've found is that once you're in an Android TV application (Amazon Video, for example) and press ""Action Menu"" on the remote and then select ""Picture Settings"" it will bring you to the settings for ""Apps"" which encompasses all the Android TV applications.

*** Update 10/19/2017
I know that buying a TV is always a losing proposition with how things improve year over year.  Though one year into this set and I wish that I had waited. The dream of Android TV performance improving with a couple of software updates and nope. Still not. I'm still stuck on a Amazon Fire TV, even Sony's own PlayStation Vue runs better on it.

*** Update 11/20/2017
Picked up the Sony RMF-TX300U voice remote to try Android TV on this Sony again. The remote works, and it feels a lot better than the TX200U included with the TV (buttons feel much better, the TX200U buttons are already sticking.). Sony has yet to fix the overall 'slowness' of their Android TV experience on this model. It's still annoyingly slow at times, and in addition to that the application launcher (Google's Andxroid TV launcher) seems to have some bugs or 'features' that Sony introduced. The 'Featured Apps' are locked and cannot be re-orgnized. OK, you say, no big deal. Well the ""Apps"" section does not show what I have installed (Netflix, Hulu, PS Vue, etc.) so I have to scroll through the Featrured Apps to use what I want to.

Conclusion: If I could return this TV today, I would. Sony gets top marks for a good set of settings on video and motion, the IPS display might not be the darkest (or brightest) but it looks pretty good. It looks like Sony went with VA panels for most of their 2017 TV so this is a good option if viewing angle is important to you. If not... Consider higher end Sony sets and maybe get out and try them in person first. If you want to use the native Android TV platform you may be very displeased with the overall performance. Using a Shield TV, Xbox One S/X, Fire TV, etc. is most likely going to be required if you don't want to deal with a slow OS.",A good "mid-range" 4K TV. Poor Android TV/application performance. Review will be updated as time progresses.
2,0,2016/5/24,"I loved this camera pack when I first got it, but that has changed since last week. I purchased this bag in December and have treated it very well. The previous camera bag that I replaced with this one was used for over 2 years with no issues. Last Thursday, the zipper on the bottom pocket of the bag just completely came off. I was able to make a small cut and re-thread the zipper so the pocket still functions. Annoying, but no big deal. The very next day, I was putting on my pack to carry to the car, and the left shoulder strap completely ripped from the body of the bag. I wasn't straining to put it on, and the bag wasn't packed abnormally. The result is that I now only have one shoulder strap, so the bag is pretty much useless as a backpack. I contacted the seller, 'KimOutlet', and they refused to exchange it. I would avoid this bag and seller at all costs. If your experience is like mine, you will not get your money's worth and will be left with a useless pack. I have attached photos showing that the overall condition of the bag is good, and hasn't been mishandled. You can see the bottom zipper that I had to repair and the ripped strap. I have also included a photo of the contents of my bag to show that it isn't an overload of gear that caused the rip.",Broke After 5 Months. Seller won't Exchange. Don't Waste Your Money!
2,0,2014/12/30,Burning smell from transformer.  Return was very easy & simple.,Return was very easy & simple
4,0,2015/3/22,Four Stars,1426982400
1,0,2014/1/14,"Should  have avoided this, as other reviewers suggested",1389657600
5,37,2013/11/20,Astoundingly Sharp Lens,1384905600
1,7,2009/7/23,"For some reason I thought this would work with my new 2nd Generation iPod Touch.  It does not.  Maybe it's not designed for the iPod Touch, but it would be nice if the advertisement for this was more specific.  I may return it or give it to my daughter to use with her Nano (if it works...we'll see).",Not for iPod Touch
2,0,2012/1/12,Bought this card to run my software RAID 5 on my file server. Within 2-3 months the ports started to fail. its still in use but i only have one DVD drive connected so it is seeing very light duty.,Not a Heavy use card
5,0,2015/4/20,Great deal in all 10 FEET!,1429488000
1,4,2015/9/18,Poor outcome -- a result of bad decisions by Foscam.,1442534400
3,0,2013/1/30,Sufficient,1359504000
5,0,2009/12/16,EXCELLENT!!!,1260921600
4,0,2014/11/17,great,Four Stars
3,0,2013/5/6,Cheapy extra power strips,1367798400
4,0,2014/9/25,Great,1411603200
2,0,2017/12/30,This product damages records over time.,Two Stars
1,0,2016/9/19,Volume is barely audible. Returning.,Cannot hear the other party.
2,0,2005/11/18,"Rio seems to be getting out of the MP3 player business. Like many others my volume dial broke in 6 months (3 mos past the VERY short warranty) so Rio would only offer me $99 for another from their remaining inventory. They aren't making any more and to the best my knowledge are getting out of the MP3 business altogether.

I also agree with some of the other cons: short battery life and poor recording quality.",Don't buy a discontinued product!
4,3,2013/7/24,"Right out of the box, the first thing I noticed was an awful smell.  Since I was leaving the next day for a trip, I didn't return it and the smell dissipated after a few days.  Other than that the bag has served me well.

My Nikon D5100 fits (tight) with a 55-200 lens (though I doubt any longer lenses would fit).  The bag held the camera securely and it was easy to put the camera in and out of the bag quickly.  Some reviews for this and other bags debate the buckle versus zipper closure, but I preferred the buckle type due to the quick and easy access to the camera.  If you are taking your camera in and out frequently like I was, you'll appreciate it.

The front pocket holds a small battery, SD card, and one USB cable, however it's only secured with a 1"" piece of velcro in the middle.  The top flap covers the pocket when closed, but it the bag is turned on it's side or upside down, there is risk of the contents falling out.  I had this happen with my spare battery a few times.

There is much debate about the comfort of the straps in many bag reviews.  This strap is narrow and non-padded, but I was never uncomfortable with this strap and I wore it for hours while hiking.

One of the reasons I bought this bag was for the slip lock/belt attachment, but I never really used it.  Looks like it works well though.",Loved it once the funky smell dissipated
2,0,2016/7/18,Not very durable,1468800000
5,0,2013/11/1,"Best mouse I ever had . . . so happy with it that I put one on each computer . . . have 3 and now looking for a backup.

The only problem I've had is the battery covrs seem to disappear now and then . . . everyone swears they didn't do it or see it, but it's gone!  Mouse functioning perfectly without the cover.",LOVE this mouse . . .
1,0,2016/5/7,"Call me spoiled!  I owned a Fitbit One for 3 years and liked it.  I usually carried it in my pocket............... until I lost it when I took my handkerchief out of my pocket! :-(  I found the fitbit One last week where my lawn mower had thrown it onto the driveway.  It was crushed.  My interest in buying the Flex was to monitor my sleep pattern; it works if I can just learn the right pattern of 'taps' to engage it.  I also do not like the wrist strap; it is very hard to buckle up!  I may end up buying a wrist watch type of holder.

July 4, 2016:
After less than 3 months, now my battery will not charge in the dongle supplied with the Flex!  It is like the spring-loaded contacts in the charger are not making contact!?  I think Fitbit should be required to remove this product from the market.",Works as advertised; hard to buckle
3,0,2017/12/18,Cable is too thick and stiff making the intended use difficult.,Three Stars
1,0,2010/7/1,"The camera eats batteries.  If it has the ability to take decent pictures, I will never know.  Look elsewhere.  In addition, the seller, Goldline--USA is completely unreliable.  I sent the camera back for repair and they won't even answer my inquiry, including inquiries through Amazon.  I can't understand why Amazon does nothing.",Terrible
2,0,2014/2/11,"These headphones, while comfortable, have no high frequencies at all. I only ordered them because I hate the ""in-the-ear-canal"" type headphones, and I needed a volume control on the headphones.  I wound up buying and downloading an EQ app for my iPhone to make them sound decent.",No High End
2,0,2017/11/16,Two Stars,1510790400
2,0,2014/2/17,"This uses CR2032 batteries (instead of something normal like AAA) and as such, the output is very weak.  The TV ignores it about half the time.  That being said, this remote is so much better than the POS that came with my Vizio E321 (which is also a POS, Vizio sucks!).",Weak
3,2,2015/11/16,Price was good but many of the clear plastic were very wrinkled ...,1447632000
2,0,2018/1/12,Not impressed.,Two Stars
2,0,2017/11/3,Works but not a real game changer.  Buy a new $39.00 HDMI over the air antenna to get many more channels.,Works but.. .
1,12,2008/2/28,Kanga Sad,1204156800
2,2,2011/4/17,You Get What You Pay For,1302998400
