overall,vote,reviewTime,reviewText,summary,text
1,0,2009/9/14,get what you pay,1252886400,get what you pay 1252886400
3,142,2008/6/7,"i purchased this, assuming that if it was marketed for travelers, and thus it would work overseas.  in the future, i'll have to always check tech specs before buying.  it works great in the us (110v).  it's compact, has five outlets that allow for transformers, and packs in luggage well.  however, it does not work with other overseas voltages (220v).  in the past, i've always traveled overseas with 1 or 2 universal travel adapters, and a us power strip so that i can plug in my computer, cell phone, pda, camera, video camera, etc. all at the same time.  this works well, as many power strips don't have any electronics in them.  they simply transfer the power from wall to the outlets.  of course, power strips are more bulky than this item, and one must ensure all electronics plugged into it are 220v compatible.  i didn't notice the ""reset"" button on this device until i tried to use it overseas and blew the breaker in my room.  this is so that if you overload it, you can unplug something and then simply reset it, rather than having to buy a fuse.  it also caused the fuse to blow in the kensington universal adapter that i plugged it into.  this is a good item for travel in the us, but don't plan on using it overseas.",does not work overseas,"i purchased this, assuming that if it was marketed for travelers, and thus it would work overseas.  in the future, i'll have to always check tech specs before buying.  it works great in the us (110v).  it's compact, has five outlets that allow for transformers, and packs in luggage well.  however, it does not work with other overseas voltages (220v).  in the past, i've always traveled overseas with 1 or 2 universal travel adapters, and a us power strip so that i can plug in my computer, cell phone, pda, camera, video camera, etc. all at the same time.  this works well, as many power strips don't have any electronics in them.  they simply transfer the power from wall to the outlets.  of course, power strips are more bulky than this item, and one must ensure all electronics plugged into it are 220v compatible.  i didn't notice the ""reset"" button on this device until i tried to use it overseas and blew the breaker in my room.  this is so that if you overload it, you can unplug something and then simply reset it, rather than having to buy a fuse.  it also caused the fuse to blow in the kensington universal adapter that i plugged it into.  this is a good item for travel in the us, but don't plan on using it overseas. does not work overseas"
4,0,2012/5/12,"it took a lot of sweat and tears, as well as sore fingers, to get this case to fit the tiny extra depth of the new ipad.

the case itself is top quality.  if you like a case that does not cover any part of the front, this is a good choice.

i just wish they would do a slightly larger case to fit a bit easier.

true, the manufacturer does call it a case for the ipad 2, but when you search amazon for new ipad cases, this one comes up.  most cases for the 2 will work with the new model but be careful if the fit is super snug.","very, very, very snug fit on the new ipad","it took a lot of sweat and tears, as well as sore fingers, to get this case to fit the tiny extra depth of the new ipad.

the case itself is top quality.  if you like a case that does not cover any part of the front, this is a good choice.

i just wish they would do a slightly larger case to fit a bit easier.

true, the manufacturer does call it a case for the ipad 2, but when you search amazon for new ipad cases, this one comes up.  most cases for the 2 will work with the new model but be careful if the fit is super snug. very, very, very snug fit on the new ipad"
4,0,2017/6/16,"my one and only 'concern' is that it seems to get warmer than other chargers we own and have owned in the past and the light never changed color, so i just took the battery out and tried it in the camera and it showed full charge.  i find that slightly worrisome.

on the good side it worked efficiently and quickly and i'm glad the package included little boxes for the batteries.  it's so much easier to pack them in luggage that way knowing the contacts are not being touched by other things.","one concern, but satisfied.","my one and only 'concern' is that it seems to get warmer than other chargers we own and have owned in the past and the light never changed color, so i just took the battery out and tried it in the camera and it showed full charge.  i find that slightly worrisome.

on the good side it worked efficiently and quickly and i'm glad the package included little boxes for the batteries.  it's so much easier to pack them in luggage that way knowing the contacts are not being touched by other things. one concern, but satisfied."
2,0,2015/10/3,"after well less than a year, one of the two of these headsets has trouble with the plug.
while they fit well, i find that with both of the two i purchased for teleworking i have folks asking me to bend the microphone so it points more clearly at my mouth- which is a position that doesn't come naturally for these boom mics.
having two earpieces makes a world of difference on conference calls- and for that reason i'm giving them 2 stars.
overall- i use them a lot but i have to typically bend the mic at an uncomfortable angle and that gets old quickly","after well less than a year, one of the ...","after well less than a year, one of the two of these headsets has trouble with the plug.
while they fit well, i find that with both of the two i purchased for teleworking i have folks asking me to bend the microphone so it points more clearly at my mouth- which is a position that doesn't come naturally for these boom mics.
having two earpieces makes a world of difference on conference calls- and for that reason i'm giving them 2 stars.
overall- i use them a lot but i have to typically bend the mic at an uncomfortable angle and that gets old quickly after well less than a year, one of the ..."
4,2,2009/10/24,good power conditioner,1256342400,good power conditioner 1256342400
1,0,2016/3/27,"i've used ms mice for many years, but i was very disappointed with this one, which was my first bluetooth mouse. it responded to my actions very fitfully: the pointer constantly hitched and lagged, and button presses registered badly. i'm fairly certain the problem is with the mouse because the bluetooth keyboard i bought works fine.",not for me,"i've used ms mice for many years, but i was very disappointed with this one, which was my first bluetooth mouse. it responded to my actions very fitfully: the pointer constantly hitched and lagged, and button presses registered badly. i'm fairly certain the problem is with the mouse because the bluetooth keyboard i bought works fine. not for me"
5,0,2014/3/5,this product was what i expected. it was delivered on time and packaging was well done. there is nothing negative to say. good job and i would recommend it to others. 100% satisfaction.,good,this product was what i expected. it was delivered on time and packaging was well done. there is nothing negative to say. good job and i would recommend it to others. 100% satisfaction. good
5,0,2015/2/28,i was able to get a lot of power plugs in it. much better than straight line power strips,love it,i was able to get a lot of power plugs in it. much better than straight line power strips love it
3,2,2015/3/1,"this female to female did and didn't work. when connecting a 6' to 6' ( one component to tv ) it worked.
when trying to connect the computer's ( video card ) using:
1) mini display port to hdmi ( male ) adapter cable
2) this female to female coupler
3) 40' sewell hdmi cable ( male both ends )
it caused very little sparkles on the entire tv screen. i decided to bypass the coupler and bought cable matters brand mini display port to hdmi female adapter cable and plugging the 40' sewell cable directly to this cable, the small sparkles went away.",this female to female did and didn't work.,"this female to female did and didn't work. when connecting a 6' to 6' ( one component to tv ) it worked.
when trying to connect the computer's ( video card ) using:
1) mini display port to hdmi ( male ) adapter cable
2) this female to female coupler
3) 40' sewell hdmi cable ( male both ends )
it caused very little sparkles on the entire tv screen. i decided to bypass the coupler and bought cable matters brand mini display port to hdmi female adapter cable and plugging the 40' sewell cable directly to this cable, the small sparkles went away. this female to female did and didn't work."
4,0,2013/10/8,"for $10 its a decent case, its not the super hard plastic i was expecting, but it is made of rigid rubber-like plastic. i think it will likely protect your phone from minor falls, but don't expect too much from it if you drop your phone on naked concrete or in a rocky area. the lip of the case is about 1mm high, which will protect it if you drop it on a perfectly flat surface, but if there are pebbles or any jagged edges in the ground, your screen will be doomed to shattering.

it is frosted, but if you have the standard silver version of the one, then you will be pleasantly surprised that the frosting does not really show up at all when you install the case. you can see the shiny metal glory of the one perfectly through the case as if it was perfectly clear. with that frosting though, it will be harder to notice any scratches or dings on the case, which is a nice thing.

the only thing i have to complain about, is that the case tends to make pressing the volume buttons much harder than it should be. if you don't have nails, or if you have long nails, it may take quite a bit of extra effort to press the volume buttons. they decided to have a bit of a cutout on the inside of the case for the volume buttons, but i think it would have worked perfectly well if they just had the buttons flush against the rest of the inside of the case. now that extra .5mm of distance you need to push the buttons on the case really make a difference. i may decide to slightly modify the case with glue or tape or something in the future to fix the volume button issue.

it fulfills all that i expected of it, short of the annoyance of the volume button design on the case, i would recommend it as a minimal bulk-adding case for the htc one that allows you to marvel at the beautiful construction of the device.

edit (10/10/13): i fixed the mushy volume buttons. my recommendation for a fix that is simple and easy: get a post-it note, then cut strips of the sticky part of the note that are the size of the hollow in the case of the volume buttons, stack them, then put it sticky side to the case on the inside, against the hollow, filling it. i tried 5 layers, and it is pretty much perfect now. the button is easy to push, but if you just slide your finger along the side, you won't accidentally push the button.",not bad for $10,"for $10 its a decent case, its not the super hard plastic i was expecting, but it is made of rigid rubber-like plastic. i think it will likely protect your phone from minor falls, but don't expect too much from it if you drop your phone on naked concrete or in a rocky area. the lip of the case is about 1mm high, which will protect it if you drop it on a perfectly flat surface, but if there are pebbles or any jagged edges in the ground, your screen will be doomed to shattering.

it is frosted, but if you have the standard silver version of the one, then you will be pleasantly surprised that the frosting does not really show up at all when you install the case. you can see the shiny metal glory of the one perfectly through the case as if it was perfectly clear. with that frosting though, it will be harder to notice any scratches or dings on the case, which is a nice thing.

the only thing i have to complain about, is that the case tends to make pressing the volume buttons much harder than it should be. if you don't have nails, or if you have long nails, it may take quite a bit of extra effort to press the volume buttons. they decided to have a bit of a cutout on the inside of the case for the volume buttons, but i think it would have worked perfectly well if they just had the buttons flush against the rest of the inside of the case. now that extra .5mm of distance you need to push the buttons on the case really make a difference. i may decide to slightly modify the case with glue or tape or something in the future to fix the volume button issue.

it fulfills all that i expected of it, short of the annoyance of the volume button design on the case, i would recommend it as a minimal bulk-adding case for the htc one that allows you to marvel at the beautiful construction of the device.

edit (10/10/13): i fixed the mushy volume buttons. my recommendation for a fix that is simple and easy: get a post-it note, then cut strips of the sticky part of the note that are the size of the hollow in the case of the volume buttons, stack them, then put it sticky side to the case on the inside, against the hollow, filling it. i tried 5 layers, and it is pretty much perfect now. the button is easy to push, but if you just slide your finger along the side, you won't accidentally push the button. not bad for $10"
2,0,2016/8/22,"this case appears to be pretty good quality, strong, etc.... there is one catch though, i purchased from amazon.com not a 3rd party and the case was obviously used. the box was opened and it and the pieces inside were put back with scotch tape.... the case was pretty clean with minor signs of use and the little tabs inside to hold the accent panels broken. altogether the case looks good, and quality is good enough that with all things considered i'll keep it and not send it back, but be sure to check yours over regardless of where you get it.","good case, make sure you get a new copy though...","this case appears to be pretty good quality, strong, etc.... there is one catch though, i purchased from amazon.com not a 3rd party and the case was obviously used. the box was opened and it and the pieces inside were put back with scotch tape.... the case was pretty clean with minor signs of use and the little tabs inside to hold the accent panels broken. altogether the case looks good, and quality is good enough that with all things considered i'll keep it and not send it back, but be sure to check yours over regardless of where you get it. good case, make sure you get a new copy though..."
4,2,2013/8/7,"i received this item to review based on my interest in photography.  i must say that initially i was skeptical i would like this item.  but, after some use, i must report this item is quite nice, roomy and useful.

1. what's in the box?: you receive this bag.  the bag is a interesting purple/mauve color with an attached strap for the shoulder.

2.  aesthetic?: the bag is a fairly good size.  it is not as large as is implied by the pictures.  also, the bag is a interesting purple mauve color.  the color is interesting because it is not something i would automatically select of i had another choice.  the color is not unattractive, but it is not exactly the most masculine color available. the straps are an off-white color.  the material is a nice, quality appearing rip-stop nylon that seems pretty sturdy. although the color is not great, the bag is pleasingly designed.

3. use:?  this item was used with a dslr, with an additional lens, ipad tablet, and other camera accessories.  on of the first things noticed with this bag is the zippered areas.  there are two pockets on the side of the item which can store a fair amount of stuff.  on the interior, which is made very accessible with the twin zipper system. the interior has a included velcro 'box' which also has a pull-over zip-tie rig that allows some water protection for the item of that is desired.  nice feature.  there is also a zippered pocket which can be used for camera cards, lens caps or any number of items.  it is also mesh.

the 'box' includes a replaceable padding which can be used as a partition in the box, or as a extra bit of padding on the bottom.  the bag is not especially padded by the way, so this is not a bag for ultimate protection.  although the bag is not huge, i have found that it does accommodate a good amount of stuff including a dslr.  it is not the bag for you if you need to carry more than a dslr, a 150mm lens (or equivalent) and some other things.  the bag also allows the user to put a water bottle in a special strapped pocket.  this is a nice touch!

4. observations:

 after using the bag, i like it quite a bit.  the shoulder strap allows the user to use this as a sling.  i like this feature quite a bit as it allows the user to grab the camera pretty easily.  the bag is pretty roomy for most uses.  i have used it hiking and the shoulder strap was not especially noticeable during the hike.  this was appreciated.

a few things bother me about this item.  the color as i mentioned is not the greatest (one good point is you will see it easily!).  secondly, the lack of more padding on the bottom means don't rely on this item to be the sole protection for your camera.  also, the current price is not cheap.  i must be honest, at the price point of 70ish dollars, i am not sure i would run and grab this item.  yes, it is nice, but it is also expensive.  for a short hike with your camera to take pictures, this could be very useful, however. for use as say as a carry-on at the airport to contain your personal items, camera and a tablet, this would work as well.

overall, this is a nice item.  give the above, i would certainly consider the item if i wanted a nice sling type bag,  the cost is a consideration, however.","for what it is, quite a nice item.","i received this item to review based on my interest in photography.  i must say that initially i was skeptical i would like this item.  but, after some use, i must report this item is quite nice, roomy and useful.

1. what's in the box?: you receive this bag.  the bag is a interesting purple/mauve color with an attached strap for the shoulder.

2.  aesthetic?: the bag is a fairly good size.  it is not as large as is implied by the pictures.  also, the bag is a interesting purple mauve color.  the color is interesting because it is not something i would automatically select of i had another choice.  the color is not unattractive, but it is not exactly the most masculine color available. the straps are an off-white color.  the material is a nice, quality appearing rip-stop nylon that seems pretty sturdy. although the color is not great, the bag is pleasingly designed.

3. use:?  this item was used with a dslr, with an additional lens, ipad tablet, and other camera accessories.  on of the first things noticed with this bag is the zippered areas.  there are two pockets on the side of the item which can store a fair amount of stuff.  on the interior, which is made very accessible with the twin zipper system. the interior has a included velcro 'box' which also has a pull-over zip-tie rig that allows some water protection for the item of that is desired.  nice feature.  there is also a zippered pocket which can be used for camera cards, lens caps or any number of items.  it is also mesh.

the 'box' includes a replaceable padding which can be used as a partition in the box, or as a extra bit of padding on the bottom.  the bag is not especially padded by the way, so this is not a bag for ultimate protection.  although the bag is not huge, i have found that it does accommodate a good amount of stuff including a dslr.  it is not the bag for you if you need to carry more than a dslr, a 150mm lens (or equivalent) and some other things.  the bag also allows the user to put a water bottle in a special strapped pocket.  this is a nice touch!

4. observations:

 after using the bag, i like it quite a bit.  the shoulder strap allows the user to use this as a sling.  i like this feature quite a bit as it allows the user to grab the camera pretty easily.  the bag is pretty roomy for most uses.  i have used it hiking and the shoulder strap was not especially noticeable during the hike.  this was appreciated.

a few things bother me about this item.  the color as i mentioned is not the greatest (one good point is you will see it easily!).  secondly, the lack of more padding on the bottom means don't rely on this item to be the sole protection for your camera.  also, the current price is not cheap.  i must be honest, at the price point of 70ish dollars, i am not sure i would run and grab this item.  yes, it is nice, but it is also expensive.  for a short hike with your camera to take pictures, this could be very useful, however. for use as say as a carry-on at the airport to contain your personal items, camera and a tablet, this would work as well.

overall, this is a nice item.  give the above, i would certainly consider the item if i wanted a nice sling type bag,  the cost is a consideration, however. for what it is, quite a nice item."
5,0,2014/7/22,"very great system, happy with it.  the quality is top notch (sound, design, & craftsmanship).

don't fall for the online bose-bashers as i almost did. i tried to cancel my bose order after reading the terrible online comments (about bose), but my order had already shipped; when it arrived i compared it to my brand new audioengine a5+ and quickly realized the bose sound was way superior; detailed, crisp, full range at both high or low volume (unlike a5+ which must be played loud to sound ok, and has very flat tone with boomy unimpressive base).  the companion 3 ii is a better system vs a5+.  the a5+ is a loud flat party speaker which needs external sub to sound good... i'll connect the a5+ to the tv, and use bose for music.",five stars,"very great system, happy with it.  the quality is top notch (sound, design, & craftsmanship).

don't fall for the online bose-bashers as i almost did. i tried to cancel my bose order after reading the terrible online comments (about bose), but my order had already shipped; when it arrived i compared it to my brand new audioengine a5+ and quickly realized the bose sound was way superior; detailed, crisp, full range at both high or low volume (unlike a5+ which must be played loud to sound ok, and has very flat tone with boomy unimpressive base).  the companion 3 ii is a better system vs a5+.  the a5+ is a loud flat party speaker which needs external sub to sound good... i'll connect the a5+ to the tv, and use bose for music. five stars"
3,0,2014/8/19,"it's a bargain, but not worth the aggravation of trying to get a crisp vocal and attaching on-cam since it's a 1/4"" and you'll most likely need an adaptor to mini which will extend the cable out too far and possibly damage a port or 2. my fault. but the service was very good.",good for begginers.,"it's a bargain, but not worth the aggravation of trying to get a crisp vocal and attaching on-cam since it's a 1/4"" and you'll most likely need an adaptor to mini which will extend the cable out too far and possibly damage a port or 2. my fault. but the service was very good. good for begginers."
3,10,2016/8/13,"i'm bummed that i couldn't figure out how to tell the seller about my issue and so i'm going to have to just post it here. this product is elegant, yes, but i noticed it got a little rusted within the 3rd week of use. we've only hand washed it with meyers clean day lemon dish soap (we don't have a dishwasher). it's still usable but a shame i couldn't have just told the seller. and who knows...maybe it was the ""pure"" dish soap we are using....maybe the product doesn't actually do the rusting! lol!

thanks for reading!",ooops-it does rust...wait...or does it?,"i'm bummed that i couldn't figure out how to tell the seller about my issue and so i'm going to have to just post it here. this product is elegant, yes, but i noticed it got a little rusted within the 3rd week of use. we've only hand washed it with meyers clean day lemon dish soap (we don't have a dishwasher). it's still usable but a shame i couldn't have just told the seller. and who knows...maybe it was the ""pure"" dish soap we are using....maybe the product doesn't actually do the rusting! lol!

thanks for reading! ooops-it does rust...wait...or does it?"
1,0,2006/1/12,it worked for a while but soon i started getting autoplay boxes appearing for no reason. couldn't figure out why until i unplugged the thing. then it wouldn't read anything. i've had better success buying cheapo card readers at frys. less money and i haven't had any of them go bad yet.,buggy,it worked for a while but soon i started getting autoplay boxes appearing for no reason. couldn't figure out why until i unplugged the thing. then it wouldn't read anything. i've had better success buying cheapo card readers at frys. less money and i haven't had any of them go bad yet. buggy
2,0,2013/7/12,"here's how retractable cables work: you hold the two ends and pull until the cord reaches the desired length. once the cord reaches the desired length, stop pulling and the cable will lock. when you are ready to retract the cable, gently pull both ends again, and the cord will retract.

the first time i extended the cable, right after i opened the package, a little white plastic piece flew out, and the cable didn't lock. since the cable doesn't lock, it is constantly trying to retract. since it is constantly trying to retract, it is constantly disconnecting from the usb port. i should probably have returned it straightaway, but i've opted to use it until i buy a better replacement, then keep it around in case i have some emergency need for a spare mouse.","good mouse, but the cable locking mechanism broke the first time i extended the cable.","here's how retractable cables work: you hold the two ends and pull until the cord reaches the desired length. once the cord reaches the desired length, stop pulling and the cable will lock. when you are ready to retract the cable, gently pull both ends again, and the cord will retract.

the first time i extended the cable, right after i opened the package, a little white plastic piece flew out, and the cable didn't lock. since the cable doesn't lock, it is constantly trying to retract. since it is constantly trying to retract, it is constantly disconnecting from the usb port. i should probably have returned it straightaway, but i've opted to use it until i buy a better replacement, then keep it around in case i have some emergency need for a spare mouse. good mouse, but the cable locking mechanism broke the first time i extended the cable."
4,3,2016/12/5,"i really like this back cover for my ipad pro 9.7. it fits perfectly, and it ipad is slips into it very easily. the ipad also comes out of it easily if you want to take it out. all of the cutouts are perfect, and the back of it is a nice linen feeling material that is easy to hold and not at all slippery. what i especially like about this back case is the pen holder. so many of the case do not include this so you are left with the problem of how to store the pencil. i also bought the apple smart keyboard to go with this case that i am not quite as happy with, but it works with this back case. i also like that i can disconnect this back case from the smart keyboard if i want to use it separately. the only downside to this use is that you have nothing to prop up the tablet. if you are looking for a back case to compliment the apple smart keyboard, i would highly recommend this case.

update 12/11/16
after using this case a few days, i noticed that the rubber cover over the power button makes it very difficult to turn the tablet on or off. because of this, i have reduced the star rating from 5 to 4 stars.",great if you are looking for a back case to use with the apple smart keyboard except for rubber cover over the power button,"i really like this back cover for my ipad pro 9.7. it fits perfectly, and it ipad is slips into it very easily. the ipad also comes out of it easily if you want to take it out. all of the cutouts are perfect, and the back of it is a nice linen feeling material that is easy to hold and not at all slippery. what i especially like about this back case is the pen holder. so many of the case do not include this so you are left with the problem of how to store the pencil. i also bought the apple smart keyboard to go with this case that i am not quite as happy with, but it works with this back case. i also like that i can disconnect this back case from the smart keyboard if i want to use it separately. the only downside to this use is that you have nothing to prop up the tablet. if you are looking for a back case to compliment the apple smart keyboard, i would highly recommend this case.

update 12/11/16
after using this case a few days, i noticed that the rubber cover over the power button makes it very difficult to turn the tablet on or off. because of this, i have reduced the star rating from 5 to 4 stars. great if you are looking for a back case to use with the apple smart keyboard except for rubber cover over the power button"
4,0,2014/8/21,i love the small size and it fits perfectly on my uv5r-v2+.  after having it for a couple weeks it seems like it's not working as well as it did when i first got it.  but i'm still looking into that. i'll follow up in a few weeks.,jury still out,i love the small size and it fits perfectly on my uv5r-v2+.  after having it for a couple weeks it seems like it's not working as well as it did when i first got it.  but i'm still looking into that. i'll follow up in a few weeks. jury still out
2,2,2014/2/14,"really cheap.  i got two of these.  one was obviously a return.  that should tell you something right there.  i don't expect them to last.  if they were priced as throw a ways that would be a different story.  besides the quality there is also a design flaw.  when you open the notebook without using the cheap retractable feet the notebook rocks.  the reason for this is the front pads are larger than the rear ones so the weight of the screen lifts up the front of the notebook as you type.

if you are expecting the same quality and durability as your phone case like i was then you will be disappointed.",cheap,"really cheap.  i got two of these.  one was obviously a return.  that should tell you something right there.  i don't expect them to last.  if they were priced as throw a ways that would be a different story.  besides the quality there is also a design flaw.  when you open the notebook without using the cheap retractable feet the notebook rocks.  the reason for this is the front pads are larger than the rear ones so the weight of the screen lifts up the front of the notebook as you type.

if you are expecting the same quality and durability as your phone case like i was then you will be disappointed. cheap"
2,2,2017/8/6,"does not work on the nikon d5600, even though its advertised as compatible as the d5600  does not have a built in receiver.  i tried all the settings and finally got frustrated and went to my local camera shop, and sure enough the guy a spoke to said this will definitely not work, as nikon removed the receiver that is in the d5500. th only one that will work with the d5600 is the nikon wr-r10 and wrt10 which is a receiver and remote, which sells for 200 plus bucks...
a better solution is the viltrox, jy-710 ii. got it today, works like a charm, and only 25.00 bucks....",not compatible with nikon d-5600,"does not work on the nikon d5600, even though its advertised as compatible as the d5600  does not have a built in receiver.  i tried all the settings and finally got frustrated and went to my local camera shop, and sure enough the guy a spoke to said this will definitely not work, as nikon removed the receiver that is in the d5500. th only one that will work with the d5600 is the nikon wr-r10 and wrt10 which is a receiver and remote, which sells for 200 plus bucks...
a better solution is the viltrox, jy-710 ii. got it today, works like a charm, and only 25.00 bucks.... not compatible with nikon d-5600"
2,0,2006/3/3,"i've been using the microsoft wireless lazer desktop 6000 for about a month now, but i will be returning it.  i really don't know exactly what is causing the problems i am having with it, but life is too short to troubleshoot when logitech makes a product that seems to work better.

i have had problems with both keyboard and mouse.

previously i was having more problems with my keyboard, but it seems to be working slightly better now.  for a period of time, it wasn't recording every keystroke, which is a bit of a problem in a keyboard.  the wireless aspect seems to be working better now, though i do still get too-frequent notices that the signal is weak.  the keys do seem to require a pretty solid strike, even when the wireless if functioning.  the upside is that my fingers are in better muscular conditioning now than they've been in for years.  the shift key also seems to give me caps well into the third and fourth letter sometimes, and i can hardly attribute that to any superman typing ability.

the mouse has issues that don't seem to be going away.  the overall feel of the mouse is a bit to plastic-y and slick for me, but i would have been able to get over that if the functionality was ok.  sadly, the functionality is pretty terrible in my experience.  the left click -- perhaps the most key part of the mouse -- is very tempermental.  sometimes left click works appropriately; sometimes it requires a second or third angry attempt to get it to do anything.  as for the laser tracker, it doesn't seem to work well at all.  sometimes i am unable to register forward/backward motion and sometimes i can't get it to register sideways.  raising it to a slightly angle seems to help, but that shouldn't be necessary.  i do use the mouse on a slick surface, but it is polished wood not glass.  again, the issue could be related to the wireless signal.

i readily admit that i could have interference in my office.  i have the receiver about 1-2 feet from both keyboard and mouse (which should be close enough), but i do have 3 flatscreens and the cpu in close proximity.  i also have shielded flourescent lighting.  but that is my environment, and the part of my enviroment that is going to change isn't the lighting or monitors, it's the keyboard and mouse.

i'm hoping the logitech proves superior.",returning it,"i've been using the microsoft wireless lazer desktop 6000 for about a month now, but i will be returning it.  i really don't know exactly what is causing the problems i am having with it, but life is too short to troubleshoot when logitech makes a product that seems to work better.

i have had problems with both keyboard and mouse.

previously i was having more problems with my keyboard, but it seems to be working slightly better now.  for a period of time, it wasn't recording every keystroke, which is a bit of a problem in a keyboard.  the wireless aspect seems to be working better now, though i do still get too-frequent notices that the signal is weak.  the keys do seem to require a pretty solid strike, even when the wireless if functioning.  the upside is that my fingers are in better muscular conditioning now than they've been in for years.  the shift key also seems to give me caps well into the third and fourth letter sometimes, and i can hardly attribute that to any superman typing ability.

the mouse has issues that don't seem to be going away.  the overall feel of the mouse is a bit to plastic-y and slick for me, but i would have been able to get over that if the functionality was ok.  sadly, the functionality is pretty terrible in my experience.  the left click -- perhaps the most key part of the mouse -- is very tempermental.  sometimes left click works appropriately; sometimes it requires a second or third angry attempt to get it to do anything.  as for the laser tracker, it doesn't seem to work well at all.  sometimes i am unable to register forward/backward motion and sometimes i can't get it to register sideways.  raising it to a slightly angle seems to help, but that shouldn't be necessary.  i do use the mouse on a slick surface, but it is polished wood not glass.  again, the issue could be related to the wireless signal.

i readily admit that i could have interference in my office.  i have the receiver about 1-2 feet from both keyboard and mouse (which should be close enough), but i do have 3 flatscreens and the cpu in close proximity.  i also have shielded flourescent lighting.  but that is my environment, and the part of my enviroment that is going to change isn't the lighting or monitors, it's the keyboard and mouse.

i'm hoping the logitech proves superior. returning it"
2,0,2014/12/25,"i bought two of these keyboard cases. the case does not seem to be very durable. my sister, who has children who also use her tablet, wore the case out within a month or so. there were tears on the side and it started to come apart. my case lasted in better condition than hers though.",durability questions,"i bought two of these keyboard cases. the case does not seem to be very durable. my sister, who has children who also use her tablet, wore the case out within a month or so. there were tears on the side and it started to come apart. my case lasted in better condition than hers though. durability questions"
3,34,2009/3/26,"this small device would be excellent if it didn't keep breaking. the spring clips have far too much strength for the flimsy plastic jaws.
after two clips broke on me, i was determined to make it work as i like the small size and simplicity of the holder. with some difficulty i removed the broken clip completely, and attached the bendy wire to the black plastic piece on monitor with a small c-clamp. clunky, to say the least. i treat the clip that holds the paper with great care and don't let it close with a snap.
it will hold several pieces of paper or a lightweight magazine.
kensington makes some other good products. it can't be too hard for them to improve this one so that it fulfils its promise.

2010 edit: i broke down and bought yet another new  one. i am trying to be really careful with the spring clips, not letting them slip out of my hands and snap shut (which can lead to breakage).",good concept but needs redesign,"this small device would be excellent if it didn't keep breaking. the spring clips have far too much strength for the flimsy plastic jaws.
after two clips broke on me, i was determined to make it work as i like the small size and simplicity of the holder. with some difficulty i removed the broken clip completely, and attached the bendy wire to the black plastic piece on monitor with a small c-clamp. clunky, to say the least. i treat the clip that holds the paper with great care and don't let it close with a snap.
it will hold several pieces of paper or a lightweight magazine.
kensington makes some other good products. it can't be too hard for them to improve this one so that it fulfils its promise.

2010 edit: i broke down and bought yet another new  one. i am trying to be really careful with the spring clips, not letting them slip out of my hands and snap shut (which can lead to breakage). good concept but needs redesign"
1,0,2015/5/20,"so, i ordered a second one. this one arrived with a dead battery in the remote. once that was replaced, it would at least turn on. but the sound cuts in and out every time someone moves between the unit and the speakers, and this is just unacceptable for the class in which i am trying to use it.",awful,"so, i ordered a second one. this one arrived with a dead battery in the remote. once that was replaced, it would at least turn on. but the sound cuts in and out every time someone moves between the unit and the speakers, and this is just unacceptable for the class in which i am trying to use it. awful"
4,0,2015/6/5,"i bought this for my boat.  was not expecting cheap plastic when i received it, but there are two good things as a result.  it won't rust and its very light weight.  its light enough to take back packing and who hasn't wished they had a fan when camping in the summer.  two speeds and it runs a long while on batteries.  its a little loud on high, but the white noise can sometimes be a blessing.  on low, if you point it at your face, it still does the job and is very quiet. the blades are probably designed for the slower speed because it surprisingly moves almost as much air as the high speed.  overall it will meet my needs.",but there are two good things as a result,"i bought this for my boat.  was not expecting cheap plastic when i received it, but there are two good things as a result.  it won't rust and its very light weight.  its light enough to take back packing and who hasn't wished they had a fan when camping in the summer.  two speeds and it runs a long while on batteries.  its a little loud on high, but the white noise can sometimes be a blessing.  on low, if you point it at your face, it still does the job and is very quiet. the blades are probably designed for the slower speed because it surprisingly moves almost as much air as the high speed.  overall it will meet my needs. but there are two good things as a result"
4,0,2018/3/1,"the head cleaner worked , not sure whats wrong with the camera",four stars,"the head cleaner worked , not sure whats wrong with the camera four stars"
1,0,2016/1/2,not charging,1451692800,not charging 1451692800
2,0,2016/5/11,worked great until a month ago it just stopped working. no cracks or breaks in the cord so i am not sure why it didn't work. i will probably buy another one because i need it. hopefully it does better this time around.,broke,worked great until a month ago it just stopped working. no cracks or breaks in the cord so i am not sure why it didn't work. i will probably buy another one because i need it. hopefully it does better this time around. broke
4,0,2017/7/19,"awesome little speakers, i used 6 in a 7:1 setup in a huge room.  no problem filling it, the sub handles to lows and these handle the directional higher pitches.
easy to install and adjust.  very heavy for their size, which is a good thing.",solid little speakers,"awesome little speakers, i used 6 in a 7:1 setup in a huge room.  no problem filling it, the sub handles to lows and these handle the directional higher pitches.
easy to install and adjust.  very heavy for their size, which is a good thing. solid little speakers"
